Epoch,Modified period,Transit peak
2.020000000000000000e+02,4.049652070676529547e+00,8.079159186329827207e+03
2.030000000000000000e+02,4.049323931928483944e+00,8.083208838400503737e+03
2.040000000000000000e+02,4.049494260338178719e+00,8.087258162332433130e+03
2.050000000000000000e+02,4.049560510905848787e+00,8.091307656592771309e+03
2.060000000000000000e+02,4.049216822624657652e+00,8.095357217103676703e+03
2.070000000000000000e+02,4.049387316933461989e+00,8.099406433926301361e+03
2.080000000000000000e+02,4.049615119145528297e+00,8.103455821243234823e+03
2.090000000000000000e+02,4.049304898978789424e+00,8.107505436362380351e+03
2.100000000000000000e+02,4.049450137488292967e+00,8.111554741261359595e+03
2.110000000000000000e+02,4.049800721502379020e+00,8.115604191398847433e+03
2.120000000000000000e+02,4.049238548821904260e+00,8.119653992120349358e+03
2.130000000000000000e+02,4.049457105224064435e+00,8.123703230669171717e+03
2.140000000000000000e+02,4.049676005546643864e+00,8.127752687774395781e+03
2.150000000000000000e+02,4.049165262691076350e+00,8.131802363779942425e+03
2.160000000000000000e+02,4.049438027045653143e+00,8.135851529042633047e+03
2.170000000000000000e+02,4.049746569507533422e+00,8.139900967069679609e+03
2.180000000000000000e+02,4.049324047849950148e+00,8.143950713639186688e+03
2.190000000000000000e+02,4.049490955416786164e+00,8.148000037687036638e+03
2.200000000000000000e+02,4.049863742988691229e+00,8.152049528642453879e+03
2.210000000000000000e+02,4.049240111789913499e+00,8.156099392385442115e+03
2.220000000000000000e+02,4.049468053098735254e+00,8.160148632497232029e+03
2.230000000000000000e+02,4.049724766803592502e+00,8.164198100550331219e+03
2.240000000000000000e+02,4.049229985251713515e+00,8.168247825317133902e+03
2.250000000000000000e+02,4.049535228442891821e+00,8.172297055302386070e+03
2.260000000000000000e+02,4.049788925392476813e+00,8.176346590530829417e+03
2.270000000000000000e+02,4.049428765026732435e+00,8.180396379456221439e+03
2.280000000000000000e+02,4.049548698955277359e+00,8.184445808221247717e+03
2.290000000000000000e+02,4.049822073652649124e+00,8.188495356920203449e+03
2.300000000000000000e+02,4.049337813551574072e+00,8.192545178993856098e+03
2.310000000000000000e+02,4.049509600002238585e+00,8.196594516807406762e+03
